,ID,Year_Birth,Year_Old,CustomerFor,Dt_Customer,Education,Marital_Status,Income,Kidhome,Teenhome,ChildrenHome,Recency,MntSpentTotal,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,PurchaseLastMonth,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,AcceptedCmpTotal,Complain,Z_CostContact,Z_Revenue
168,6637,1988,36,3899 days,2013-11-02,Graduation,Single,66951,0,0,0,46,1117,277,162,305,173,76,124,0,1,3,4,7,1,0,0,0,0,0,0,0,0,3,11
169,3152,1957,67,3784 days,2014-02-25,Graduation,Together,26091,1,1,2,84,89,15,10,19,8,17,20,0,3,2,1,3,5,0,0,0,0,0,0,0,0,3,11
170,5610,1965,59,3729 days,2014-04-21,Graduation,Together,33456,1,1,2,58,36,7,3,10,8,1,7,0,2,1,0,3,7,0,0,0,0,0,0,0,0,3,11
171,6460,1982,42,4011 days,2013-07-13,Graduation,Married,28718,1,0,1,78,57,12,4,6,11,8,16,0,2,2,0,3,8,0,0,0,0,0,0,0,0,3,11
172,1349,1970,54,3729 days,2014-04-21,Graduation,Married,50447,2,0,2,4,148,85,7,24,2,3,27,1,1,3,1,3,6,0,0,0,0,0,0,0,0,3,11
173,1880,1959,65,3810 days,2014-01-30,PhD,Together,53537,1,1,2,17,93,81,0,6,0,0,6,1,2,2,1,3,5,0,0,0,0,0,0,0,0,3,11
174,641,1967,57,3746 days,2014-04-04,Graduation,Single,52074,0,1,1,77,119,59,0,12,0,0,48,0,1,2,2,2,4,0,0,1,0,0,0,1,0,3,11
175,8717,1975,49,4315 days,2012-09-12,PhD,Married,80427,0,1,1,56,1835,1149,71,449,69,71,26,0,1,11,8,8,5,0,0,0,0,0,0,0,0,3,11
176,10314,1948,76,4220 days,2012-12-16,PhD,Married,83837,0,0,0,79,1318,847,66,119,86,89,111,0,1,9,10,5,4,1,0,0,1,0,1,3,0,3,11
177,10854,1970,54,3697 days,2014-05-23,PhD,Married,38853,1,1,2,90,45,29,0,14,0,0,2,0,2,2,0,3,7,0,0,0,0,0,0,0,0,3,11
178,10492,1959,65,3665 days,2014-06-24,Graduation,Together,38285,2,1,3,96,10,2,0,5,2,0,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,3,11
179,6935,1951,73,3870 days,2013-12-01,2n Cycle,Married,78497,0,0,0,44,978,207,26,447,75,0,223,0,1,5,7,12,2,1,0,0,0,0,0,1,0,3,11
180,7698,1976,48,3709 days,2014-05-11,PhD,Married,51650,0,1,1,81,191,152,3,22,2,5,7,0,1,4,1,4,5,0,0,0,0,0,0,0,0,3,11
181,3559,1988,36,3710 days,2014-05-10,2n Cycle,Married,16248,1,0,1,77,57,12,11,10,3,12,9,0,3,2,1,3,6,0,0,0,0,0,0,0,0,3,11
182,10562,1946,78,3934 days,2013-09-28,Master,Married,66835,0,0,0,21,1033,620,26,195,34,17,141,1,1,6,4,13,2,0,0,0,0,0,0,0,0,3,11
183,10796,1984,40,3818 days,2014-01-22,Master,Married,30477,1,0,1,16,66,47,1,6,0,0,12,1,1,1,1,3,6,0,0,0,0,0,0,0,0,3,11
184,2563,1961,63,3674 days,2014-06-15,Basic,Married,28249,0,0,0,80,43,1,9,7,2,14,10,0,1,2,0,3,6,0,0,0,0,0,0,0,0,3,11
185,3518,1983,41,4231 days,2012-12-05,Graduation,Married,25271,1,0,1,45,50,10,1,18,10,4,7,0,1,1,1,2,9,0,0,0,0,0,0,0,0,3,11
186,5823,1970,54,3773 days,2014-03-08,PhD,Single,32303,0,1,1,63,39,35,0,2,0,0,2,0,2,1,0,4,5,0,0,0,0,0,0,0,0,3,11
187,3934,1966,58,3991 days,2013-08-02,Graduation,Married,61286,0,1,1,34,608,356,0,107,19,9,117,0,2,7,1,8,5,0,0,0,0,0,0,0,0,3,11
188,6982,1976,48,4127 days,2013-03-19,Graduation,Married,74068,0,0,0,14,1581,783,30,537,140,76,15,1,1,4,10,9,2,0,0,0,0,0,0,0,0,3,11
189,6431,1964,60,4151 days,2013-02-23,PhD,Married,45759,1,1,2,13,68,42,1,18,3,0,4,1,2,2,0,3,7,0,0,0,0,0,0,0,0,3,11
190,9733,1978,46,4318 days,2012-09-09,Basic,Together,24882,1,0,1,52,80,1,4,10,29,0,36,0,1,1,1,2,6,0,0,1,0,0,0,1,0,3,11
191,5602,1989,35,4068 days,2013-05-17,PhD,Together,66973,0,0,0,98,1282,466,22,432,147,113,102,0,1,8,7,12,3,0,0,0,0,0,0,0,0,3,11
193,1324,1988,36,4055 days,2013-05-30,Graduation,Married,38872,1,0,1,93,91,23,3,21,3,19,22,0,2,3,0,3,8,0,0,0,0,0,0,0,0,3,11
194,326,1973,51,4156 days,2013-02-18,Graduation,Married,51148,1,1,2,38,315,235,6,45,8,9,12,0,4,5,1,6,6,0,0,0,0,0,0,0,0,3,11
195,7224,1977,47,3842 days,2013-12-29,Graduation,Married,31353,1,1,2,24,31,10,0,10,3,1,7,1,2,1,1,2,8,0,0,0,0,0,0,0,0,3,11
196,6999,1980,44,3707 days,2014-05-13,Master,Married,69661,0,0,0,80,834,656,16,106,32,16,8,0,1,7,3,12,3,0,0,0,0,0,0,0,0,3,11
197,9938,1954,70,3943 days,2013-09-19,Graduation,Married,80067,0,0,0,82,1600,519,17,813,27,173,51,0,1,4,6,6,2,0,0,0,0,1,0,1,0,3,11
198,6422,1954,70,4188 days,2013-01-17,Graduation,Married,86718,0,0,0,20,1270,344,189,482,50,33,172,1,1,5,6,5,2,0,0,0,0,0,0,0,0,3,11
199,3182,1973,51,3750 days,2014-03-31,PhD,Single,46854,1,1,2,81,263,96,1,79,7,1,79,0,6,5,1,3,8,0,0,1,0,0,1,2,0,3,11
200,7300,1952,72,3660 days,2014-06-29,Graduation,Divorced,69142,0,1,1,50,535,448,4,34,6,4,39,0,3,8,1,7,5,0,0,0,1,0,0,1,0,3,11
201,10424,1968,56,3862 days,2013-12-09,Graduation,Single,75922,0,0,0,60,1295,265,138,553,224,23,92,0,1,4,4,9,1,0,0,0,0,0,0,0,0,3,11
202,8727,1978,46,3918 days,2013-10-14,Graduation,Divorced,63693,0,1,1,63,1150,587,43,337,42,87,54,0,3,11,6,9,6,0,0,0,0,0,0,0,0,3,11
203,2798,1977,47,4264 days,2012-11-02,PhD,Together,102160,0,0,0,54,1240,763,29,138,76,176,58,0,0,7,9,10,4,1,0,0,1,1,1,4,0,3,11
204,1030,1965,59,4007 days,2013-07-17,PhD,Single,40637,1,1,2,72,38,22,0,13,0,0,3,0,2,1,0,3,7,0,0,0,0,0,0,0,0,3,11
205,624,1984,40,4256 days,2012-11-10,Master,Single,18890,0,0,0,5,35,6,4,1,7,2,15,1,1,0,1,2,6,0,0,1,0,0,1,2,0,3,11
206,5176,1988,36,3863 days,2013-12-08,Graduation,Together,29604,1,0,1,88,53,7,6,13,7,6,14,0,1,1,0,3,9,0,0,1,0,0,0,1,0,3,11
207,5552,1963,61,4072 days,2013-05-13,Master,Divorced,48721,1,1,2,50,293,81,18,113,47,13,21,0,6,4,2,5,6,0,0,0,0,0,0,0,0,3,11
208,868,1966,58,3681 days,2014-06-08,Graduation,Married,44794,0,1,1,99,65,54,0,7,0,0,4,0,1,2,0,3,6,0,0,0,0,0,0,0,0,3,11
209,380,1954,70,4317 days,2012-09-10,Graduation,Divorced,64497,0,1,1,17,1804,1170,48,320,42,32,192,1,5,11,4,9,8,0,0,1,0,0,1,2,0,3,11
210,2677,1956,68,4115 days,2013-03-31,Graduation,Together,46097,0,1,1,11,241,72,24,68,65,4,8,1,5,3,1,6,4,0,0,0,0,0,0,0,0,3,11
211,6521,1954,70,3763 days,2014-03-18,Graduation,Together,77972,0,0,0,18,1101,613,22,319,33,102,12,1,1,4,6,9,1,0,0,0,0,0,0,0,0,3,11
212,6927,1968,56,4292 days,2012-10-05,PhD,Married,44377,1,1,2,70,264,224,0,30,0,0,10,0,8,5,1,5,8,0,0,0,0,0,0,0,0,3,11
213,2877,1974,50,4184 days,2013-01-21,Master,Together,46014,1,1,2,21,541,410,0,59,19,9,44,1,10,7,1,8,7,0,0,0,0,0,0,0,0,3,11
214,0,1985,39,4081 days,2013-05-04,Graduation,Married,70951,0,0,0,66,1198,239,10,554,254,87,54,0,1,3,4,9,1,0,0,0,0,0,0,0,0,3,11
215,1584,1977,47,3749 days,2014-04-01,Graduation,Married,41443,1,0,1,79,482,171,7,171,25,19,89,0,6,8,1,5,8,0,0,0,0,0,0,0,0,3,11
216,7264,1978,46,3708 days,2014-05-12,2n Cycle,Single,52195,2,1,3,2,17,12,0,4,0,0,1,1,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11
217,6274,1948,76,3886 days,2013-11-15,Master,Married,83790,0,0,0,81,1615,1076,16,417,42,48,16,0,1,8,10,6,3,0,0,0,1,1,0,2,0,3,11
218,1377,1954,70,3962 days,2013-08-31,Master,Widow,44551,0,1,1,24,285,182,4,33,0,0,66,1,2,4,1,5,7,0,0,0,0,0,0,0,0,3,11
219,454,1980,44,4252 days,2012-11-14,Graduation,Together,69508,1,0,1,48,1135,824,32,162,42,32,43,0,2,11,4,11,6,0,0,0,0,0,0,0,0,3,11
220,1755,1988,36,3739 days,2014-04-11,2n Cycle,Together,45204,1,0,1,93,114,30,11,25,29,1,18,0,1,1,1,4,3,0,0,0,0,0,0,0,0,3,11
221,2075,1969,55,3887 days,2013-11-14,Graduation,Married,72460,0,0,0,56,1047,377,10,540,80,30,10,0,1,3,5,7,1,0,0,0,0,0,0,0,0,3,11
222,4785,1970,54,3736 days,2014-04-14,PhD,Together,77622,0,2,2,3,714,520,7,154,19,0,14,1,2,6,3,11,3,0,0,0,0,0,0,0,0,3,11
223,9076,1980,44,4200 days,2013-01-05,PhD,Married,30732,1,0,1,44,185,155,1,25,0,1,3,0,4,4,1,4,8,0,0,0,0,0,0,0,0,3,11
224,7079,1962,62,4319 days,2012-09-08,Graduation,Divorced,63887,0,1,1,38,1245,897,23,207,15,11,92,0,5,9,6,12,6,0,0,0,0,0,0,0,0,3,11
225,4653,1978,46,4120 days,2013-03-26,Graduation,Together,42011,1,0,1,46,189,131,0,16,2,1,39,0,4,3,1,4,8,0,0,0,0,0,0,0,0,3,11
226,7375,1976,48,4272 days,2012-10-25,Graduation,Together,51369,0,1,1,84,576,297,7,79,0,11,182,0,2,8,2,4,8,0,0,0,0,0,0,0,0,3,11
227,709,1952,72,4227 days,2012-12-09,Graduation,Divorced,51537,0,1,1,27,1103,787,20,204,0,0,92,1,3,2,2,11,8,0,0,0,0,0,0,0,0,3,11
228,460,1972,52,4350 days,2012-08-08,PhD,Married,79930,0,0,0,72,1753,792,86,740,67,51,17,0,1,3,5,8,2,0,0,0,0,0,0,0,0,3,11
229,3726,1986,38,3793 days,2014-02-16,PhD,Together,34320,1,0,1,66,17,4,1,9,3,0,0,0,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11
230,6798,1966,58,4126 days,2013-03-20,Graduation,Single,37070,1,1,2,30,433,231,7,137,4,15,39,0,9,5,1,8,7,0,0,0,0,0,1,1,0,3,11
231,5341,1962,62,4200 days,2013-01-05,2n Cycle,Divorced,81975,0,1,1,2,1588,983,76,184,180,138,27,1,1,6,3,4,7,0,0,0,0,1,0,1,0,3,11
232,1606,1971,53,4070 days,2013-05-15,Graduation,Together,38590,1,0,1,65,22,3,1,8,4,3,3,0,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11
233,9617,1951,73,3734 days,2014-04-16,Graduation,Single,15033,0,0,0,37,19,0,4,5,6,0,4,0,1,1,0,3,3,0,0,0,0,0,0,0,0,3,11
234,3233,1965,59,4123 days,2013-03-23,PhD,Married,62745,0,1,1,89,1117,562,21,464,28,10,32,0,3,7,8,11,5,0,0,0,0,0,0,0,0,3,11
235,89,1975,49,3862 days,2013-12-09,2n Cycle,Married,22212,1,0,1,49,69,5,9,20,6,8,21,0,2,2,0,4,6,0,0,0,0,0,0,0,0,3,11
236,2936,1982,42,3867 days,2013-12-04,Master,Together,23661,1,0,1,46,23,18,0,4,0,0,1,0,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
237,9449,1958,66,3928 days,2013-10-04,PhD,Single,79761,0,1,1,32,605,415,5,124,15,35,11,0,1,5,2,11,3,0,0,0,0,0,0,0,0,3,11
238,7297,1973,51,3845 days,2013-12-26,Graduation,Single,7500,1,0,1,54,57,5,3,10,12,7,20,0,4,3,1,3,7,0,0,0,0,0,0,0,0,3,11
240,313,1968,56,3904 days,2013-10-28,Graduation,Widow,73455,0,0,0,98,2088,901,61,757,186,163,20,0,1,6,5,10,3,0,0,0,1,0,0,1,0,3,11
241,9940,1958,66,4213 days,2012-12-23,Graduation,Together,64961,0,1,1,97,1009,382,114,276,75,124,38,0,2,6,4,4,3,0,0,0,0,0,0,0,0,3,11
242,10735,1971,53,3993 days,2013-07-31,Graduation,Single,22804,1,0,1,75,26,14,1,7,2,1,1,0,1,2,0,2,9,0,0,0,0,0,0,0,0,3,11
243,9529,1990,34,3873 days,2013-11-28,Graduation,Married,73687,0,0,0,8,1627,559,153,503,218,13,181,1,1,3,9,9,2,1,0,0,0,0,1,2,0,3,11
244,6439,1958,66,4341 days,2012-08-17,Graduation,Married,61074,0,1,1,37,1102,789,0,133,0,28,152,0,7,11,5,8,7,0,0,0,0,0,0,0,0,3,11
245,7411,1964,60,3684 days,2014-06-05,PhD,Married,31686,1,1,2,31,17,11,0,5,0,0,1,0,2,1,0,3,6,0,0,0,0,0,0,0,0,3,11
246,2176,1972,52,4065 days,2013-05-20,Graduation,Married,80134,1,0,1,40,1690,1218,16,272,104,0,80,0,2,5,3,6,6,1,0,0,1,1,1,4,0,3,11
247,9265,1953,71,4196 days,2013-01-09,Graduation,Married,75027,0,1,1,74,1390,925,64,179,133,12,77,0,2,9,4,6,5,0,0,0,0,0,0,0,0,3,11
248,8867,1988,36,4327 days,2012-08-31,PhD,Married,67546,0,0,0,90,2126,864,134,768,150,38,172,0,1,4,10,5,3,0,0,0,0,0,0,0,0,3,11
249,8932,1969,55,4268 days,2012-10-29,Master,Together,65176,0,1,1,57,1531,960,28,183,220,70,70,0,4,9,6,6,6,0,0,0,0,0,0,0,0,3,11
250,10236,1975,49,3946 days,2013-09-16,Master,Single,31160,1,0,1,59,64,16,3,25,6,1,13,0,2,2,0,3,8,0,0,0,0,0,0,0,0,3,11
251,6340,1985,39,3905 days,2013-10-27,Graduation,Single,29938,1,0,1,52,26,3,3,7,0,2,11,0,2,1,0,3,6,0,0,0,0,0,0,0,0,3,11
252,10089,1974,50,4110 days,2013-04-05,Graduation,Divorced,102692,0,0,0,5,1112,168,148,444,32,172,148,1,1,6,9,13,2,1,1,0,1,1,1,5,0,3,11
253,2227,1958,66,4305 days,2012-09-22,2n Cycle,Together,26490,0,0,0,92,210,45,47,52,21,20,25,0,2,3,1,5,6,0,0,0,0,0,0,0,0,3,11
254,10992,1967,57,4329 days,2012-08-29,Graduation,Together,75702,1,1,2,77,1148,650,28,353,45,42,30,0,5,4,6,11,8,0,0,0,0,0,0,0,0,3,11
255,5304,1974,50,4284 days,2012-10-13,PhD,Single,30899,1,0,1,35,33,24,0,8,0,0,1,0,2,1,0,3,6,0,0,0,0,0,0,0,0,3,11
256,309,1961,63,4281 days,2012-10-16,PhD,Together,63342,0,1,1,48,1101,918,21,118,13,10,21,0,3,8,3,5,6,0,0,0,1,0,0,1,0,3,11
257,3406,1964,60,4275 days,2012-10-22,Graduation,Single,45989,0,1,1,97,322,138,33,87,28,24,12,0,4,3,2,7,3,0,0,0,0,0,0,0,0,3,11
258,2661,1964,60,4050 days,2013-06-04,Graduation,Single,18701,1,1,2,95,44,12,4,2,10,6,10,0,4,2,0,4,5,0,0,0,0,0,0,0,0,3,11
259,3153,1957,67,3863 days,2013-12-08,PhD,Single,40737,2,1,3,24,17,11,0,4,0,0,2,1,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11
260,10264,1979,45,4287 days,2012-10-10,Graduation,Divorced,15287,1,0,1,60,31,1,2,8,4,3,13,0,2,1,1,2,7,0,0,1,0,0,1,2,0,3,11
261,1184,1968,56,4063 days,2013-05-22,PhD,Divorced,69674,0,2,2,46,845,554,41,215,11,0,24,0,3,10,2,10,5,0,0,0,0,0,0,0,0,3,11
262,4200,1970,54,3672 days,2014-06-17,Master,Married,44159,1,0,1,85,275,167,2,62,24,13,7,0,4,4,1,6,5,0,0,0,0,0,0,0,0,3,11
263,9396,1978,46,4243 days,2012-11-23,PhD,Married,37717,1,0,1,31,25,9,0,6,4,1,5,0,1,1,0,2,9,0,0,0,0,0,0,0,0,3,11
264,2387,1952,72,4171 days,2013-02-03,Master,Together,43776,1,1,2,9,275,177,2,71,3,2,20,1,6,5,2,4,8,0,0,0,0,0,1,1,0,3,11
265,6690,1966,58,4132 days,2013-03-14,Master,Married,38179,1,1,2,30,90,38,4,22,4,2,20,0,4,3,1,3,7,0,0,0,0,0,0,0,0,3,11
266,1225,1963,61,3663 days,2014-06-26,Graduation,Married,80124,0,0,0,47,1495,483,84,398,205,84,241,0,1,3,7,8,1,0,0,1,0,0,0,1,0,3,11
267,9703,1970,54,4282 days,2012-10-15,PhD,Married,38097,1,1,2,70,184,77,2,35,0,1,69,0,4,3,2,2,7,0,0,1,0,0,1,2,0,3,11
268,291,1970,54,4035 days,2013-06-19,Graduation,Married,72940,0,0,0,13,981,182,74,298,162,149,116,1,1,3,3,6,1,0,0,0,0,0,0,0,0,3,11
269,4557,1970,54,3928 days,2013-10-04,Graduation,Together,22070,1,0,1,11,67,10,7,19,8,2,21,1,2,2,2,2,6,0,0,0,0,0,0,0,0,3,11
270,2379,1953,71,4305 days,2012-09-22,Graduation,Single,69267,0,0,0,31,1635,778,44,499,95,73,146,0,2,3,4,5,7,0,0,0,0,0,1,1,0,3,11
271,5726,1983,41,3761 days,2014-03-20,Master,Single,31788,1,0,1,15,60,16,7,23,0,8,6,1,3,3,0,4,5,0,0,0,0,0,0,0,1,3,11
272,3066,1975,49,3805 days,2014-02-04,PhD,Together,61905,0,1,1,2,231,167,0,43,6,2,13,1,2,4,2,4,5,0,0,0,0,0,0,0,0,3,11
273,6336,1960,64,3744 days,2014-04-06,Graduation,Married,29315,1,1,2,55,48,13,2,14,8,7,4,0,4,2,0,4,6,0,0,0,0,0,0,0,0,3,11
274,10967,1963,61,4168 days,2013-02-06,Graduation,Divorced,33378,1,1,2,38,99,33,6,40,3,7,10,0,3,2,0,4,7,0,0,0,0,0,0,0,0,3,11
275,2304,1963,61,3946 days,2013-09-16,PhD,Together,66313,0,1,1,86,770,625,7,99,10,22,7,0,2,6,3,12,4,0,0,0,0,0,0,0,0,3,11
276,3445,1956,68,4188 days,2013-01-17,Graduation,Single,60714,0,0,0,56,957,216,162,224,101,92,162,0,2,7,4,10,5,0,0,0,0,0,1,1,0,3,11
277,7828,1981,43,3720 days,2014-04-30,Master,Together,77882,0,0,0,29,818,68,129,396,188,22,15,1,1,3,3,5,1,0,0,0,0,0,0,0,0,3,11
278,3762,1986,38,4113 days,2013-04-02,PhD,Single,69867,0,0,0,30,925,196,0,512,33,130,54,0,1,3,5,8,1,1,0,0,0,0,1,2,0,3,11
279,4391,1968,56,4094 days,2013-04-21,Master,Divorced,63841,0,1,1,64,908,635,15,100,20,7,131,0,1,9,3,9,6,0,0,0,0,0,0,0,0,3,11
280,4669,1981,43,4163 days,2013-02-11,Basic,Married,24480,1,0,1,46,102,4,19,9,28,25,17,0,3,3,0,4,7,0,0,0,0,0,0,0,0,3,11
281,10144,1976,48,4272 days,2012-10-25,Graduation,Together,51369,0,1,1,84,576,297,7,79,0,11,182,0,2,8,2,4,8,0,0,0,0,0,0,0,0,3,11
282,8652,1946,78,4327 days,2012-08-31,Graduation,Together,37760,0,0,0,20,317,84,5,38,150,12,28,1,2,4,1,6,7,0,0,0,0,0,0,0,0,3,11
283,1672,1974,50,3780 days,2014-03-01,PhD,Together,65640,0,1,1,74,461,204,7,149,20,15,66,0,1,5,1,8,2,0,0,0,0,0,0,0,0,3,11
284,8962,1975,49,3733 days,2014-04-17,Master,Married,44319,1,1,2,18,37,26,0,8,0,0,3,1,2,2,0,3,5,0,0,0,0,0,0,0,0,3,11
285,9974,1974,50,4012 days,2013-07-12,Graduation,Married,30631,1,0,1,75,70,15,6,20,4,5,20,0,1,3,1,2,7,0,0,0,0,0,0,0,0,3,11
286,10983,1952,72,4176 days,2013-01-29,Graduation,Together,75278,0,0,0,17,930,304,98,230,150,74,74,1,1,6,3,13,3,0,0,0,0,0,0,0,0,3,11
287,8148,1956,68,4197 days,2013-01-08,Master,Together,50898,1,1,2,88,859,285,28,242,55,114,135,0,13,6,2,12,5,0,0,0,0,0,0,0,0,3,11
288,10102,1966,58,3708 days,2014-05-12,Graduation,Widow,79946,0,0,0,19,1478,395,183,565,166,141,28,1,1,5,11,5,3,0,0,0,0,0,0,0,0,3,11
289,4697,1949,75,4041 days,2013-06-13,Master,Divorced,35416,0,0,0,62,390,248,3,81,4,3,51,0,3,7,1,5,8,0,0,0,0,0,0,0,0,3,11
290,9262,1984,40,4020 days,2013-07-04,2n Cycle,Together,32414,0,0,0,11,52,20,6,5,0,9,12,1,1,1,0,3,7,0,0,1,0,0,0,1,0,3,11
291,7254,1969,55,3844 days,2013-12-27,Graduation,Together,38361,1,0,1,74,137,39,0,56,20,8,14,0,3,3,1,3,7,0,0,0,0,0,0,0,0,3,11
292,4543,1980,44,4266 days,2012-10-31,Graduation,Married,82497,0,0,0,32,1919,777,129,573,216,21,203,0,1,2,7,9,4,0,0,0,0,1,0,1,0,3,11
293,4927,1971,53,3825 days,2014-01-15,Graduation,Together,16626,2,0,2,76,68,8,3,22,21,1,13,0,3,3,0,3,9,0,0,0,0,0,0,0,0,3,11
294,10451,1965,59,4134 days,2013-03-12,Graduation,Together,29672,1,1,2,6,25,9,1,3,0,4,8,1,1,0,0,3,6,0,0,0,0,0,0,0,0,3,11
295,2926,1952,72,4335 days,2012-08-23,Master,Together,55951,0,1,1,62,1374,1241,0,80,0,13,40,0,3,3,6,11,8,0,1,0,1,0,0,2,0,3,11
296,2874,1988,36,4139 days,2013-03-07,2n Cycle,Divorced,35388,1,0,1,20,32,6,4,7,4,3,8,1,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
297,9738,1986,38,4192 days,2013-01-13,Master,Together,42386,1,0,1,43,100,65,4,16,0,4,11,0,1,3,0,3,8,0,0,0,0,0,0,0,0,3,11
298,7119,1982,42,4193 days,2013-01-12,Graduation,Single,68627,0,0,0,45,825,395,15,263,60,54,38,0,1,2,3,6,1,0,0,0,0,0,0,0,0,3,11
299,3924,1965,59,3764 days,2014-03-17,PhD,Divorced,57912,0,1,1,34,916,801,0,80,0,0,35,0,5,8,3,12,5,0,0,0,1,0,0,1,0,3,11
300,5827,1958,66,3734 days,2014-04-16,Graduation,Divorced,35246,1,1,2,53,62,36,0,12,2,2,10,0,4,3,1,3,5,0,0,0,0,0,0,0,0,3,11
301,5596,1956,68,3920 days,2013-10-12,2n Cycle,Together,58821,0,1,1,44,728,513,14,154,19,0,28,0,1,9,2,9,6,0,0,0,0,0,0,0,0,3,11
302,10812,1978,46,3780 days,2014-03-01,PhD,Married,46377,1,0,1,89,90,37,0,46,4,3,0,0,1,2,1,3,4,0,0,0,0,0,0,0,0,3,11
303,1717,1988,36,3737 days,2014-04-13,Graduation,Single,39747,1,0,1,43,273,80,15,93,20,13,52,0,3,5,1,4,8,0,0,0,0,0,0,0,0,3,11
304,9491,1984,40,3844 days,2013-12-27,Graduation,Together,23976,1,0,1,68,66,14,1,21,2,3,25,0,3,3,1,3,7,0,0,0,0,0,0,0,0,3,11
305,9274,1961,63,4118 days,2013-03-28,Master,Married,80950,0,0,0,44,1213,525,147,112,219,147,63,0,1,6,7,9,2,1,0,0,0,0,0,1,0,3,11
306,6609,1966,58,4309 days,2012-09-18,Graduation,Widow,27038,0,0,0,64,107,1,26,25,17,23,15,0,1,3,0,3,9,0,0,0,0,0,1,1,0,3,11
307,6963,1947,77,3776 days,2014-03-05,Graduation,Single,77457,0,0,0,85,1157,675,11,400,15,45,11,0,1,2,5,10,1,0,0,0,0,1,0,1,0,3,11
308,4440,1964,60,3952 days,2013-09-10,Master,Married,64100,0,1,1,93,546,509,0,27,0,0,10,0,1,8,3,6,7,0,0,0,1,0,0,1,0,3,11
309,1379,1992,32,4088 days,2013-04-27,Master,Together,42670,0,0,0,12,241,154,2,46,20,4,15,1,1,4,2,4,4,0,0,0,0,0,0,0,0,3,11
310,10032,1976,48,3822 days,2014-01-18,Graduation,Divorced,12571,1,0,1,86,53,3,5,14,2,12,17,0,4,3,1,3,6,0,0,0,0,0,0,0,0,3,11
311,2826,1967,57,3904 days,2013-10-28,Graduation,Married,22574,2,1,3,28,37,25,0,8,2,0,2,1,2,2,0,3,7,0,0,0,0,0,0,0,0,3,11
313,6320,1976,48,4168 days,2013-02-06,Master,Single,70893,0,0,0,42,1508,768,44,561,77,44,14,0,1,6,6,10,3,0,0,0,0,0,0,0,0,3,11
314,3050,1966,58,3854 days,2013-12-17,Graduation,Married,54198,1,1,2,13,235,185,0,28,3,2,17,1,6,3,1,6,4,0,0,0,0,0,0,0,0,3,11
315,231,1956,68,3770 days,2014-03-11,Master,Together,28839,1,1,2,86,32,24,0,7,0,0,1,0,2,2,0,3,5,0,0,0,0,0,0,0,0,3,11
316,2392,1972,52,3995 days,2013-07-29,Graduation,Married,40321,1,1,2,59,102,44,4,21,6,0,27,0,2,3,0,3,7,0,0,0,0,0,0,0,0,3,11
317,9478,1985,39,4344 days,2012-08-14,Graduation,Single,66503,1,0,1,30,401,91,64,128,65,3,50,0,2,4,3,6,3,0,0,0,0,0,0,0,0,3,11
318,113,1951,73,4008 days,2013-07-16,Graduation,Married,30833,1,1,2,33,28,11,0,7,3,1,6,0,2,1,0,3,5,0,0,0,0,0,0,0,0,3,11
320,1802,1971,53,4188 days,2013-01-17,Graduation,Married,64795,0,1,1,23,680,412,5,119,38,29,77,1,3,3,3,12,2,0,0,0,0,0,0,0,0,3,11
321,520,1974,50,4023 days,2013-07-01,Graduation,Married,34421,1,0,1,81,30,3,3,7,6,2,9,0,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
322,8275,1965,59,3800 days,2014-02-09,PhD,Divorced,47025,1,1,2,6,20,16,0,3,0,0,1,1,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
323,9750,1961,63,4167 days,2013-02-07,PhD,Divorced,64325,0,1,1,41,1307,731,60,353,78,12,73,0,5,10,3,5,7,0,0,0,0,0,0,0,0,3,11
324,2607,1953,71,4194 days,2013-01-11,Graduation,Single,40464,0,1,1,78,630,424,17,118,7,23,41,0,6,8,2,8,8,0,0,0,0,0,0,0,0,3,11
325,7214,1957,67,4019 days,2013-07-05,Graduation,Married,62187,0,0,0,49,1283,792,0,275,45,45,126,0,1,4,8,5,3,0,0,0,0,0,0,0,0,3,11
326,5835,1976,48,4022 days,2013-07-02,PhD,Divorced,14849,1,0,1,39,65,21,2,28,3,2,9,0,3,2,0,4,8,0,0,0,0,0,0,0,0,3,11
327,3896,1984,40,3894 days,2013-11-07,Graduation,Married,27255,1,0,1,3,37,22,1,11,0,1,2,1,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
328,10350,1950,74,4076 days,2013-05-09,PhD,Married,54432,2,1,3,37,38,33,0,5,0,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,0,3,11
